#session,step,active_part,passive_part,action,msg_content,msg_type
1,0,charlie,-,eq_check,charlie!,java.lang.String.toString
1,0,charlie,-,generateNumberText1,X0,anbxj.Crypto_ByteArray
1,0,charlie,-,generateNumber,X1,anbxj.Crypto_ByteArray
1,0,charlie,-,AnBx_Params,X1;bob;X0,anbxj.AnBx_Params
1,0,charlie,alice,sent,@b684286,javax.crypto.SealedObject
1,0,alice,-,eq_check,alice!,java.lang.String.toString
1,0,alice,-,eq_check,alice!,java.lang.String.toString
1,0,alice,charlie,received,@b684286,javax.crypto.SealedObject
1,0,alice,-,inv_check,@c2e1f26,javax.crypto.SealedObject.toString
1,1,alice,bob,sent,@c2e1f26,javax.crypto.SealedObject
1,1,bob,alice,received,@c2e1f26,javax.crypto.SealedObject
1,1,bob,-,AnBx_Params,X1;bob;X0,anbxj.AnBx_Params
1,1,bob,-,eq_check,bob,java.lang.String.toString
1,1,bob,-,AnBx_Params,X1;bob;X0,anbxj.AnBx_Params
1,1,bob,-,inv_check,X0,anbxj.Crypto_ByteArray.toString
1,2,bob,-,generateNumber,X2,anbxj.Crypto_ByteArray
1,2,bob,-,generateNumber,X3,anbxj.Crypto_ByteArray
1,2,bob,-,AnBx_Params,X2;charlie;X3,anbxj.AnBx_Params
1,2,bob,alice,sent,@5b464ce8,javax.crypto.SealedObject
1,2,alice,bob,received,@5b464ce8,javax.crypto.SealedObject
1,2,alice,-,inv_check,@4141d797,javax.crypto.SealedObject.toString
2,0,charlie,-,eq_check,charlie!,java.lang.String.toString
2,0,charlie,-,generateNumberText1,X4,anbxj.Crypto_ByteArray
2,0,charlie,-,generateNumber,X5,anbxj.Crypto_ByteArray
2,0,charlie,-,AnBx_Params,X5;bob;X4,anbxj.AnBx_Params
2,0,charlie,alice,sent,@7a0ac6e3,javax.crypto.SealedObject
2,0,alice,-,eq_check,alice!,java.lang.String.toString
2,0,alice,-,eq_check,alice!,java.lang.String.toString
2,0,alice,charlie,received,@7a0ac6e3,javax.crypto.SealedObject
2,0,alice,-,inv_check,@68f7aae2,javax.crypto.SealedObject.toString
2,1,alice,bob,sent,@c2e1f26,javax.crypto.SealedObject
2,1,bob,alice,received,@c2e1f26,javax.crypto.SealedObject
2,1,bob,-,AnBx_Params,X1;bob;X0,anbxj.AnBx_Params
2,1,bob,-,eq_check,bob,java.lang.String.toString
2,1,bob,-,AnBx_Params,X1;bob;X0,anbxj.AnBx_Params
2,1,bob,-,inv_check,X0,anbxj.Crypto_ByteArray.toString
2,2,bob,-,generateNumber,X6,anbxj.Crypto_ByteArray
2,2,bob,-,generateNumber,X7,anbxj.Crypto_ByteArray
2,2,bob,-,AnBx_Params,X6;charlie;X7,anbxj.AnBx_Params
2,2,bob,alice,sent,@506e6d5e,javax.crypto.SealedObject
2,2,alice,bob,received,@506e6d5e,javax.crypto.SealedObject
2,2,alice,-,inv_check,@4f47d241,javax.crypto.SealedObject.toString
3,0,charlie,-,eq_check,charlie!,java.lang.String.toString
3,0,charlie,-,generateNumberText1,X8,anbxj.Crypto_ByteArray
3,0,charlie,-,generateNumber,X9,anbxj.Crypto_ByteArray
3,0,charlie,-,AnBx_Params,X9;bob;X8,anbxj.AnBx_Params
3,0,charlie,alice,sent,@3796751b,javax.crypto.SealedObject
3,0,alice,-,eq_check,alice!,java.lang.String.toString
3,0,alice,-,eq_check,alice!,java.lang.String.toString
3,0,alice,charlie,received,@3796751b,javax.crypto.SealedObject
3,0,alice,-,inv_check,@4c3e4790,javax.crypto.SealedObject.toString
3,1,alice,bob,sent,@4c3e4790,javax.crypto.SealedObject
3,1,bob,alice,received,@4c3e4790,javax.crypto.SealedObject
3,1,bob,-,AnBx_Params,X9;bob;X8,anbxj.AnBx_Params
3,1,bob,-,eq_check,bob,java.lang.String.toString
3,1,bob,-,AnBx_Params,X9;bob;X8,anbxj.AnBx_Params
3,1,bob,-,inv_check,X8,anbxj.Crypto_ByteArray.toString
3,2,bob,-,generateNumber,X10,anbxj.Crypto_ByteArray
3,2,bob,-,generateNumber,X11,anbxj.Crypto_ByteArray
3,2,bob,-,AnBx_Params,X10;charlie;X11,anbxj.AnBx_Params
3,2,bob,alice,sent,@6108b2d7,javax.crypto.SealedObject
3,2,alice,bob,received,@6108b2d7,javax.crypto.SealedObject
3,2,alice,-,inv_check,@27ddd392,javax.crypto.SealedObject.toString
4,0,charlie,-,eq_check,charlie!,java.lang.String.toString
4,0,charlie,-,generateNumberText1,X12,anbxj.Crypto_ByteArray
4,0,charlie,-,generateNumber,X13,anbxj.Crypto_ByteArray
4,0,charlie,-,AnBx_Params,X13;bob;X12,anbxj.AnBx_Params
4,0,charlie,alice,sent,@566776ad,javax.crypto.SealedObject
4,0,alice,-,eq_check,alice!,java.lang.String.toString
4,0,alice,-,eq_check,alice!,java.lang.String.toString
4,0,alice,charlie,received,@566776ad,javax.crypto.SealedObject
4,0,alice,-,inv_check,@19e1023e,javax.crypto.SealedObject.toString
4,1,alice,bob,sent,@4c3e4790,javax.crypto.SealedObject
4,1,bob,alice,received,@4c3e4790,javax.crypto.SealedObject
4,1,bob,-,AnBx_Params,X9;bob;X8,anbxj.AnBx_Params
4,1,bob,-,eq_check,bob,java.lang.String.toString
4,1,bob,-,AnBx_Params,X9;bob;X8,anbxj.AnBx_Params
4,1,bob,-,inv_check,X8,anbxj.Crypto_ByteArray.toString
4,2,bob,-,generateNumber,X14,anbxj.Crypto_ByteArray
4,2,bob,-,generateNumber,X15,anbxj.Crypto_ByteArray
4,2,bob,-,AnBx_Params,X14;charlie;X15,anbxj.AnBx_Params
4,2,bob,alice,sent,@21bcffb5,javax.crypto.SealedObject
4,2,alice,bob,received,@21bcffb5,javax.crypto.SealedObject
4,2,alice,-,inv_check,@7cef4e59,javax.crypto.SealedObject.toString
5,0,charlie,-,eq_check,charlie!,java.lang.String.toString
5,0,charlie,-,generateNumberText1,X16,anbxj.Crypto_ByteArray
5,0,charlie,-,generateNumber,X17,anbxj.Crypto_ByteArray
5,0,charlie,-,AnBx_Params,X17;bob;X16,anbxj.AnBx_Params
5,0,charlie,alice,sent,@1a407d53,javax.crypto.SealedObject
5,0,alice,-,eq_check,alice!,java.lang.String.toString
5,0,alice,-,eq_check,alice!,java.lang.String.toString
5,0,alice,charlie,received,@1a407d53,javax.crypto.SealedObject
5,0,alice,-,inv_check,@64b8f8f4,javax.crypto.SealedObject.toString
5,1,alice,bob,sent,@64b8f8f4,javax.crypto.SealedObject
5,1,bob,alice,received,@64b8f8f4,javax.crypto.SealedObject
5,1,bob,-,AnBx_Params,X17;bob;X16,anbxj.AnBx_Params
5,1,bob,-,eq_check,bob,java.lang.String.toString
5,1,bob,-,AnBx_Params,X17;bob;X16,anbxj.AnBx_Params
5,1,bob,-,inv_check,X16,anbxj.Crypto_ByteArray.toString
5,2,bob,-,generateNumber,X18,anbxj.Crypto_ByteArray
5,2,bob,-,generateNumber,X19,anbxj.Crypto_ByteArray
5,2,bob,-,AnBx_Params,X18;charlie;X19,anbxj.AnBx_Params
5,2,bob,alice,sent,@2ed94a8b,javax.crypto.SealedObject
5,2,alice,bob,received,@2ed94a8b,javax.crypto.SealedObject
5,2,alice,-,inv_check,@3a4afd8d,javax.crypto.SealedObject.toString
6,0,charlie,-,eq_check,charlie!,java.lang.String.toString
6,0,charlie,-,generateNumberText1,X20,anbxj.Crypto_ByteArray
6,0,charlie,-,generateNumber,X21,anbxj.Crypto_ByteArray
6,0,charlie,-,AnBx_Params,X21;bob;X20,anbxj.AnBx_Params
6,0,charlie,alice,sent,@79698539,javax.crypto.SealedObject
6,0,alice,-,eq_check,alice!,java.lang.String.toString
6,0,alice,-,eq_check,alice!,java.lang.String.toString
6,0,alice,charlie,received,@79698539,javax.crypto.SealedObject
6,0,alice,-,inv_check,@1996cd68,javax.crypto.SealedObject.toString
6,1,alice,bob,sent,@1996cd68,javax.crypto.SealedObject
6,1,bob,alice,received,@1996cd68,javax.crypto.SealedObject
6,1,bob,-,AnBx_Params,X21;bob;X20,anbxj.AnBx_Params
6,1,bob,-,eq_check,bob,java.lang.String.toString
6,1,bob,-,AnBx_Params,X21;bob;X20,anbxj.AnBx_Params
6,1,bob,-,inv_check,X20,anbxj.Crypto_ByteArray.toString
6,2,bob,-,generateNumber,X22,anbxj.Crypto_ByteArray
6,2,bob,-,generateNumber,X23,anbxj.Crypto_ByteArray
6,2,bob,-,AnBx_Params,X22;charlie;X23,anbxj.AnBx_Params
6,2,bob,alice,sent,@783e6358,javax.crypto.SealedObject
6,2,alice,bob,received,@783e6358,javax.crypto.SealedObject
6,2,alice,-,inv_check,@6d1e7682,javax.crypto.SealedObject.toString
7,0,charlie,-,eq_check,charlie!,java.lang.String.toString
7,0,charlie,-,generateNumberText1,X24,anbxj.Crypto_ByteArray
7,0,charlie,-,generateNumber,X25,anbxj.Crypto_ByteArray
7,0,charlie,-,AnBx_Params,X25;bob;X24,anbxj.AnBx_Params
7,0,charlie,alice,sent,@64616ca2,javax.crypto.SealedObject
7,0,alice,-,eq_check,alice!,java.lang.String.toString
7,0,alice,-,eq_check,alice!,java.lang.String.toString
7,0,alice,charlie,received,@64616ca2,javax.crypto.SealedObject
7,0,alice,-,inv_check,@424c0bc4,javax.crypto.SealedObject.toString
7,1,alice,bob,sent,@424c0bc4,javax.crypto.SealedObject
7,1,bob,alice,received,@424c0bc4,javax.crypto.SealedObject
7,1,bob,-,AnBx_Params,X25;bob;X24,anbxj.AnBx_Params
7,1,bob,-,eq_check,bob,java.lang.String.toString
7,1,bob,-,AnBx_Params,X25;bob;X24,anbxj.AnBx_Params
7,1,bob,-,inv_check,X24,anbxj.Crypto_ByteArray.toString
7,2,bob,-,generateNumber,X26,anbxj.Crypto_ByteArray
7,2,bob,-,generateNumber,X27,anbxj.Crypto_ByteArray
7,2,bob,-,AnBx_Params,X26;charlie;X27,anbxj.AnBx_Params
7,2,bob,alice,sent,@5d624da6,javax.crypto.SealedObject
7,2,alice,bob,received,@5d624da6,javax.crypto.SealedObject
7,2,alice,-,inv_check,@8807e25,javax.crypto.SealedObject.toString
8,0,charlie,-,eq_check,charlie!,java.lang.String.toString
8,0,charlie,-,generateNumberText1,X28,anbxj.Crypto_ByteArray
8,0,charlie,-,generateNumber,X29,anbxj.Crypto_ByteArray
8,0,charlie,-,AnBx_Params,X29;bob;X28,anbxj.AnBx_Params
8,0,charlie,alice,sent,@60addb54,javax.crypto.SealedObject
8,0,alice,-,eq_check,alice!,java.lang.String.toString
8,0,alice,-,eq_check,alice!,java.lang.String.toString
8,0,alice,charlie,received,@60addb54,javax.crypto.SealedObject
8,0,alice,-,inv_check,@2a3046da,javax.crypto.SealedObject.toString
8,1,alice,bob,sent,@2a3046da,javax.crypto.SealedObject
8,1,bob,alice,received,@2a3046da,javax.crypto.SealedObject
8,1,bob,-,AnBx_Params,X29;bob;X28,anbxj.AnBx_Params
8,1,bob,-,eq_check,bob,java.lang.String.toString
8,1,bob,-,AnBx_Params,X29;bob;X28,anbxj.AnBx_Params
8,1,bob,-,inv_check,X28,anbxj.Crypto_ByteArray.toString
8,2,bob,-,generateNumber,X30,anbxj.Crypto_ByteArray
8,2,bob,-,generateNumber,X31,anbxj.Crypto_ByteArray
8,2,bob,-,AnBx_Params,X30;charlie;X31,anbxj.AnBx_Params
8,2,bob,alice,sent,@90f6bfd,javax.crypto.SealedObject
8,2,alice,bob,received,@90f6bfd,javax.crypto.SealedObject
8,2,alice,-,inv_check,@5cbc508c,javax.crypto.SealedObject.toString
9,0,charlie,-,eq_check,charlie!,java.lang.String.toString
9,0,charlie,-,generateNumberText1,X32,anbxj.Crypto_ByteArray
9,0,charlie,-,generateNumber,X33,anbxj.Crypto_ByteArray
9,0,charlie,-,AnBx_Params,X33;bob;X32,anbxj.AnBx_Params
9,0,charlie,alice,sent,@3567135c,javax.crypto.SealedObject
9,0,alice,-,eq_check,alice!,java.lang.String.toString
9,0,alice,-,eq_check,alice!,java.lang.String.toString
9,0,alice,charlie,received,@3567135c,javax.crypto.SealedObject
9,0,alice,-,inv_check,@3419866c,javax.crypto.SealedObject.toString
9,1,alice,bob,sent,@2a3046da,javax.crypto.SealedObject
9,1,bob,alice,received,@2a3046da,javax.crypto.SealedObject
9,1,bob,-,AnBx_Params,X29;bob;X28,anbxj.AnBx_Params
9,1,bob,-,eq_check,bob,java.lang.String.toString
9,1,bob,-,AnBx_Params,X29;bob;X28,anbxj.AnBx_Params
9,1,bob,-,inv_check,X28,anbxj.Crypto_ByteArray.toString
9,2,bob,-,generateNumber,X34,anbxj.Crypto_ByteArray
9,2,bob,-,generateNumber,X35,anbxj.Crypto_ByteArray
9,2,bob,-,AnBx_Params,X34;charlie;X35,anbxj.AnBx_Params
9,2,bob,alice,sent,@617c74e5,javax.crypto.SealedObject
9,2,alice,bob,received,@617c74e5,javax.crypto.SealedObject
9,2,alice,-,inv_check,@63e31ee,javax.crypto.SealedObject.toString
10,0,charlie,-,eq_check,charlie!,java.lang.String.toString
10,0,charlie,-,generateNumberText1,X36,anbxj.Crypto_ByteArray
10,0,charlie,-,generateNumber,X37,anbxj.Crypto_ByteArray
10,0,charlie,-,AnBx_Params,X37;bob;X36,anbxj.AnBx_Params
10,0,charlie,alice,sent,@4909b8da,javax.crypto.SealedObject
10,0,alice,-,eq_check,alice!,java.lang.String.toString
10,0,alice,-,eq_check,alice!,java.lang.String.toString
10,0,alice,charlie,received,@4909b8da,javax.crypto.SealedObject
10,0,alice,-,inv_check,@68fb2c38,javax.crypto.SealedObject.toString
10,1,alice,bob,sent,@2a3046da,javax.crypto.SealedObject
10,1,bob,alice,received,@2a3046da,javax.crypto.SealedObject
10,1,bob,-,AnBx_Params,X29;bob;X28,anbxj.AnBx_Params
10,1,bob,-,eq_check,bob,java.lang.String.toString
10,1,bob,-,AnBx_Params,X29;bob;X28,anbxj.AnBx_Params
10,1,bob,-,inv_check,X28,anbxj.Crypto_ByteArray.toString
10,2,bob,-,generateNumber,X38,anbxj.Crypto_ByteArray
10,2,bob,-,generateNumber,X39,anbxj.Crypto_ByteArray
10,2,bob,-,AnBx_Params,X38;charlie;X39,anbxj.AnBx_Params
10,2,bob,alice,sent,@54a097cc,javax.crypto.SealedObject
10,2,alice,bob,received,@54a097cc,javax.crypto.SealedObject
10,2,alice,-,inv_check,@567d299b,javax.crypto.SealedObject.toString
