#session,step,active_part,passive_part,action,msg_content,msg_type
1,0,david,-,AnBx_Params,bob;,anbxj.AnBx_Params
1,0,david,alice,sent,@7dc7cbad,java.security.SignedObject
1,0,alice,david,received,@7dc7cbad,java.security.SignedObject
1,0,alice,-,inv_check,@9f70c54,java.security.SignedObject.toString
1,1,alice,bob,sent,@9f70c54,java.security.SignedObject
1,1,bob,alice,received,@9f70c54,java.security.SignedObject
1,1,bob,-,AnBx_Params,bob;,anbxj.AnBx_Params
1,1,bob,-,eq_check,bob,java.lang.String.toString
1,1,bob,-,eq_check,,sun.security.rsa.RSAPublicKeyImpl.toString
1,1,bob,-,eq_check,,anbxj.AnBx_Params.toString
1,2,bob,alice,sent,X0,string
1,2,alice,bob,received,X0,string
1,2,alice,-,inv_check,X0,anbxj.Crypto_ByteArray.toString
1,3,alice,bob,sent,X0,string
1,3,bob,alice,received,X0,string
1,3,bob,-,eq_check,X0,anbxj.Crypto_ByteArray.toString
1,4,bob,-,generateNumberText1,X1,anbxj.Crypto_ByteArray
1,4,bob,-,generateNumber,X2,anbxj.Crypto_ByteArray
1,4,bob,-,AnBx_Params,X2;charlie;X1,anbxj.AnBx_Params
1,4,bob,-,AnBx_Params,@47f6473;@2b98378d,anbxj.AnBx_Params
1,4,bob,alice,sent,@47f6473;@2b98378d,java.security.SignedObject
1,4,alice,bob,received,@47f6473;@2b98378d,java.security.SignedObject
1,5,alice,david,sent,X0,string
1,5,david,alice,received,X0,string
1,5,david,-,eq_check,X0,anbxj.Crypto_ByteArray.toString
1,6,david,-,AnBx_Params,charlie;,anbxj.AnBx_Params
1,6,david,alice,sent,@27efef64,java.security.SignedObject
1,6,alice,david,received,@27efef64,java.security.SignedObject
1,6,alice,-,inv_check,@48eff760,java.security.SignedObject.toString
1,6,alice,-,inv_check,@7c0e2abd,java.security.SignedObject.toString
1,7,alice,charlie,sent,@48eff760,java.security.SignedObject
1,7,charlie,alice,received,@48eff760,java.security.SignedObject
1,7,charlie,-,AnBx_Params,charlie;,anbxj.AnBx_Params
1,7,charlie,-,eq_check,charlie,java.lang.String.toString
1,7,charlie,-,eq_check,,sun.security.rsa.RSAPublicKeyImpl.toString
1,7,charlie,-,eq_check,,anbxj.AnBx_Params.toString
1,8,charlie,alice,sent,X0,string
1,8,alice,charlie,received,X0,string
1,8,alice,-,eq_check,X0,anbxj.Crypto_ByteArray.toString
1,9,alice,-,AnBx_Params,@9f70c54;@7c0e2abd,anbxj.AnBx_Params
1,9,alice,charlie,sent,@9f70c54;@7c0e2abd,java.security.SignedObject
1,9,charlie,alice,received,@9f70c54;@7c0e2abd,java.security.SignedObject
1,9,charlie,-,eq_check,bob,java.lang.String.toString
1,9,charlie,-,AnBx_Params,X2;charlie;X1,anbxj.AnBx_Params
1,9,charlie,-,eq_check,charlie,java.lang.String.toString
1,9,charlie,-,AnBx_Params,X2;charlie;X1,anbxj.AnBx_Params
1,9,charlie,-,inv_check,X1,anbxj.Crypto_ByteArray.toString
1,10,charlie,-,generateNumber,X3,anbxj.Crypto_ByteArray
1,10,charlie,-,generateNumber,X4,anbxj.Crypto_ByteArray
1,10,charlie,-,AnBx_Params,X3;bob;X4,anbxj.AnBx_Params
1,10,charlie,-,AnBx_Params,@6537cf78;@47c62251,anbxj.AnBx_Params
1,10,charlie,alice,sent,@6537cf78;@47c62251,java.security.SignedObject
1,10,alice,charlie,received,@6537cf78;@47c62251,java.security.SignedObject
1,10,alice,-,inv_check,X0,anbxj.Crypto_ByteArray.toString
2,11,alice,bob,sent,@9f70c54,java.security.SignedObject
2,11,bob,alice,received,@9f70c54,java.security.SignedObject
2,11,bob,-,eq_check,bob,java.lang.String.toString
2,11,bob,-,eq_check,,sun.security.rsa.RSAPublicKeyImpl.toString
2,12,bob,alice,sent,X0,string
2,12,alice,bob,received,X0,string
2,12,alice,-,inv_check,@68be2bc2,java.security.SignedObject.toString
2,12,alice,-,eq_check,X0,anbxj.Crypto_ByteArray.toString
2,13,alice,-,AnBx_Params,@48eff760;@68be2bc2,anbxj.AnBx_Params
2,13,alice,bob,sent,@48eff760;@68be2bc2,java.security.SignedObject
2,13,bob,alice,received,@48eff760;@68be2bc2,java.security.SignedObject
2,13,bob,-,AnBx_Params,charlie;,anbxj.AnBx_Params
2,13,bob,-,eq_check,bob,java.lang.String.toString
2,13,bob,-,AnBx_Params,charlie;,anbxj.AnBx_Params
2,13,bob,-,eq_check,charlie,java.lang.String.toString
2,13,bob,-,AnBx_Params,bob;,anbxj.AnBx_Params
2,13,bob,-,eq_check,bob,java.lang.String.toString
2,13,bob,-,eq_check,,sun.security.rsa.RSAPublicKeyImpl.toString
2,13,bob,-,eq_check,,anbxj.AnBx_Params.toString
2,14,bob,-,generateNumber,X5,anbxj.Crypto_ByteArray
2,14,bob,-,generateNumber,X6,anbxj.Crypto_ByteArray
2,14,bob,-,AnBx_Params,X6;charlie;X5,anbxj.AnBx_Params
2,14,bob,-,AnBx_Params,@47f6473;@ae45eb6,anbxj.AnBx_Params
